,model,aogcm,exp,Scenario,true,pred,aleatoric,epistemic,total,mse,sector,year
11,AWI_ISSM1,miroc5_rcp85,exp05,rcp8.5,-0.25694874000000034,-0.20967673,0.1569624,0.06274176,0.21970415,0.0022346431513775218,-1.416973804157274,-1.2689137038544482
12,AWI_ISSM1,miroc5_rcp85,exp05,rcp8.5,-0.25215679999999985,-0.21684311,0.15740538,0.06909466,0.22650003,0.0012470564681208325,-1.416973804157274,-1.2286307291289102
13,AWI_ISSM1,miroc5_rcp85,exp05,rcp8.5,-0.3352388399999997,-0.2634625,0.17327784,0.07449673,0.24777457,0.005151841019244813,-1.416973804157274,-1.1883477544033725
14,AWI_ISSM1,miroc5_rcp85,exp05,rcp8.5,-0.3216308400000001,-0.26160428,0.17061041,0.080463395,0.2510738,0.003603187991906809,-1.416973804157274,-1.1480647796778345
15,AWI_ISSM1,miroc5_rcp85,exp05,rcp8.5,-0.32289815000000033,-0.25805327,0.18865488,0.07871722,0.2673721,0.004204858077999435,-1.416973804157274,-1.107781804952296
16,AWI_ISSM1,miroc5_rcp85,exp05,rcp8.5,-0.34312758,-0.2688441,0.1717224,0.09095715,0.26267955,0.005518035719927209,-1.416973804157274,-1.067498830226758
17,AWI_ISSM1,miroc5_rcp85,exp05,rcp8.5,-0.3908486,-0.30628154,0.20406054,0.09510802,0.29916856,0.007151588175304377,-1.416973804157274,-1.02721585550122
18,AWI_ISSM1,miroc5_rcp85,exp05,rcp8.5,-0.4619677700000002,-0.3761525,0.19716309,0.098035336,0.29519844,0.0073642630350988815,-1.416973804157274,-0.986932880775682
19,AWI_ISSM1,miroc5_rcp85,exp05,rcp8.5,-0.49958672999999987,-0.43477914,0.20819615,0.09678936,0.30498552,0.0042000240621109805,-1.416973804157274,-0.946649906050144
20,AWI_ISSM1,miroc5_rcp85,exp05,rcp8.5,-0.5951088699999998,-0.5616331,0.2108722,0.110693485,0.3215657,0.0011206265044719245,-1.416973804157274,-0.906366931324606
21,AWI_ISSM1,miroc5_rcp85,exp05,rcp8.5,-0.6124311699999998,-0.55209255,0.22645238,0.121314555,0.34776694,0.003640748799817541,-1.416973804157274,-0.8660839565990679
22,AWI_ISSM1,miroc5_rcp85,exp05,rcp8.5,-0.6626332999999995,-0.62577057,0.27704337,0.16477111,0.44181448,0.0013588609480099402,-1.416973804157274,-0.8258009818735298
23,AWI_ISSM1,miroc5_rcp85,exp05,rcp8.5,-0.6512370000000001,-0.5565486,0.2625275,0.17971423,0.44224173,0.008965893960302363,-1.416973804157274,-0.7855180071479918
24,AWI_ISSM1,miroc5_rcp85,exp05,rcp8.5,-0.6969023299999999,-0.5687127,0.30718568,0.19846061,0.5056463,0.016432578333675885,-1.416973804157274,-0.7452350324224537
25,AWI_ISSM1,miroc5_rcp85,exp05,rcp8.5,-0.7162575000000002,-0.52550936,0.27231744,0.20340446,0.4757219,0.036384853885362445,-1.416973804157274,-0.7049520576969157
26,AWI_ISSM1,miroc5_rcp85,exp05,rcp8.5,-0.79107124,-0.6432309,0.29430917,0.17058805,0.46489722,0.02185676167553213,-1.416973804157274,-0.6646690829713777
27,AWI_ISSM1,miroc5_rcp85,exp05,rcp8.5,-0.8657292000000001,-0.7515111,0.27506927,0.15625095,0.43132022,0.013045775063347724,-1.416973804157274,-0.6243861082458396
28,AWI_ISSM1,miroc5_rcp85,exp05,rcp8.5,-0.96708536,-0.8660939,0.27657723,0.17053294,0.44711018,0.010199280249000268,-1.416973804157274,-0.5841031335203016
29,AWI_ISSM1,miroc5_rcp85,exp05,rcp8.5,-1.0012528999999994,-0.92832994,0.40310287,0.17580819,0.57891107,0.005317757422724968,-1.416973804157274,-0.5438201587947635
30,AWI_ISSM1,miroc5_rcp85,exp05,rcp8.5,-0.9850130700000004,-0.82704186,0.3674095,0.20845771,0.5758672,0.024954901800252564,-1.416973804157274,-0.5035371840692255
31,AWI_ISSM1,miroc5_rcp85,exp05,rcp8.5,-1.0283683999999997,-0.9052808,0.35806108,0.18983984,0.5479009,0.01515055026368753,-1.416973804157274,-0.4632542093436875
32,AWI_ISSM1,miroc5_rcp85,exp05,rcp8.5,-1.0708376,-0.95536184,0.38730383,0.1751759,0.56247973,0.013334650429519099,-1.416973804157274,-0.4229712346181494
33,AWI_ISSM1,miroc5_rcp85,exp05,rcp8.5,-1.2132806,-1.1796658,0.39977217,0.12996054,0.5297327,0.0011299545162192248,-1.416973804157274,-0.3826882598926114
34,AWI_ISSM1,miroc5_rcp85,exp05,rcp8.5,-1.2660521999999998,-1.2407181,0.41546226,0.09822941,0.51369166,0.000641815290389177,-1.416973804157274,-0.3424052851670733
35,AWI_ISSM1,miroc5_rcp85,exp05,rcp8.5,-1.2677977,-1.362751,0.47475028,0.11049056,0.58524084,0.00901613052544361,-1.416973804157274,-0.3021223104415353
36,AWI_ISSM1,miroc5_rcp85,exp05,rcp8.5,-1.2918037,-1.3754945,0.43571472,0.13294482,0.56865954,0.007004146679279628,-1.416973804157274,-0.2618393357159972
37,AWI_ISSM1,miroc5_rcp85,exp05,rcp8.5,-1.3302000999999999,-1.4547911,0.5296159,0.15335369,0.68296957,0.015522909564024254,-1.416973804157274,-0.2215563609904592
38,AWI_ISSM1,miroc5_rcp85,exp05,rcp8.5,-1.4187263999999997,-1.4215405,0.5340569,0.15861607,0.69267297,7.919151682003297e-06,-1.416973804157274,-0.1812733862649211
39,AWI_ISSM1,miroc5_rcp85,exp05,rcp8.5,-1.6601138,-1.50074,0.5530031,0.17390776,0.7269108,0.02539999178440258,-1.416973804157274,-0.1409904115393831
40,AWI_ISSM1,miroc5_rcp85,exp05,rcp8.5,-1.8053887999999998,-1.665878,0.54448867,0.2063036,0.75079226,0.019463247278521188,-1.416973804157274,-0.1007074368138451
41,AWI_ISSM1,miroc5_rcp85,exp05,rcp8.5,-1.9957951,-1.9203284,0.51343036,0.19227266,0.705703,0.005695226027187781,-1.416973804157274,-0.060424462088307
42,AWI_ISSM1,miroc5_rcp85,exp05,rcp8.5,-2.1170206,-2.0622103,0.53982306,0.19364381,0.73346686,0.0030041666373165593,-1.416973804157274,-0.020141487362769
43,AWI_ISSM1,miroc5_rcp85,exp05,rcp8.5,-2.2109156,-2.090628,0.56200695,0.16451001,0.72651696,0.01446912867668062,-1.416973804157274,0.020141487362769
44,AWI_ISSM1,miroc5_rcp85,exp05,rcp8.5,-2.3522353000000003,-2.299611,0.70582914,0.18560266,0.8914318,0.0027693073082774356,-1.416973804157274,0.060424462088307
45,AWI_ISSM1,miroc5_rcp85,exp05,rcp8.5,-2.5204577,-2.5474398,0.5932014,0.21857762,0.811779,0.0007280344550729472,-1.416973804157274,0.1007074368138451
46,AWI_ISSM1,miroc5_rcp85,exp05,rcp8.5,-2.5804856,-2.6255126,0.6426699,0.20608473,0.84875464,0.0020274307240532017,-1.416973804157274,0.1409904115393831
47,AWI_ISSM1,miroc5_rcp85,exp05,rcp8.5,-2.6123822000000003,-2.6718464,0.63908505,0.16602159,0.80510664,0.0035359898650629278,-1.416973804157274,0.1812733862649211
48,AWI_ISSM1,miroc5_rcp85,exp05,rcp8.5,-2.7123713,-2.7544982,0.73409677,0.1500287,0.8841255,0.0017746793544898838,-1.416973804157274,0.2215563609904592
49,AWI_ISSM1,miroc5_rcp85,exp05,rcp8.5,-2.8481567000000005,-2.8374553,0.68378973,0.20333338,0.8871231,0.00011452054680167379,-1.416973804157274,0.2618393357159972
50,AWI_ISSM1,miroc5_rcp85,exp05,rcp8.5,-2.9636433,-2.9577544,0.6046605,0.22101235,0.82567286,3.467945472862372e-05,-1.416973804157274,0.3021223104415353
51,AWI_ISSM1,miroc5_rcp85,exp05,rcp8.5,-3.1480792000000006,-3.1417034,0.62790775,0.21792197,0.8458297,4.06512434692348e-05,-1.416973804157274,0.3424052851670733
52,AWI_ISSM1,miroc5_rcp85,exp05,rcp8.5,-3.3522942,-3.4377182,0.7279246,0.24214315,0.97006774,0.007297251746125391,-1.416973804157274,0.3826882598926114
53,AWI_ISSM1,miroc5_rcp85,exp05,rcp8.5,-3.3786573,-3.3881602,0.65732265,0.24171877,0.8990414,9.030565443316838e-05,-1.416973804157274,0.4229712346181494
54,AWI_ISSM1,miroc5_rcp85,exp05,rcp8.5,-3.5802355,-3.6926634,0.7479112,0.21374154,0.96165276,0.012640039706627146,-1.416973804157274,0.4632542093436875
55,AWI_ISSM1,miroc5_rcp85,exp05,rcp8.5,-3.6799526,-3.6606681,0.7705076,0.28342652,1.0539341,0.0003718906023183946,-1.416973804157274,0.5035371840692255
56,AWI_ISSM1,miroc5_rcp85,exp05,rcp8.5,-4.025652,-4.0651507,0.8350687,0.1832509,1.0183196,0.0015601502848268855,-1.416973804157274,0.5438201587947635
57,AWI_ISSM1,miroc5_rcp85,exp05,rcp8.5,-4.191360000000001,-4.2410207,0.89041567,0.14153004,1.0319457,0.002466183085807014,-1.416973804157274,0.5841031335203016
58,AWI_ISSM1,miroc5_rcp85,exp05,rcp8.5,-4.359877,-4.5083795,0.84338474,0.13333178,0.9767165,0.0220529804422363,-1.416973804157274,0.6243861082458396
59,AWI_ISSM1,miroc5_rcp85,exp05,rcp8.5,-4.515847,-4.6460423,0.82011485,0.12778425,0.9478991,0.01695082836856247,-1.416973804157274,0.6646690829713777
60,AWI_ISSM1,miroc5_rcp85,exp05,rcp8.5,-4.8131976,-4.9826107,0.9088435,0.07765198,0.9864955,0.028700799303638905,-1.416973804157274,0.7049520576969157
61,AWI_ISSM1,miroc5_rcp85,exp05,rcp8.5,-5.0875955,-5.2646565,1.1509514,0.09858465,1.249536,0.031350613207355264,-1.416973804157274,0.7452350324224537
62,AWI_ISSM1,miroc5_rcp85,exp05,rcp8.5,-5.4516525,-5.5697713,1.1311598,0.11029768,1.2414575,0.013952048509826388,-1.416973804157274,0.7855180071479918
63,AWI_ISSM1,miroc5_rcp85,exp05,rcp8.5,-5.525591,-5.630979,1.0085359,0.10611582,1.1146517,0.011106643428046873,-1.416973804157274,0.8258009818735298
64,AWI_ISSM1,miroc5_rcp85,exp05,rcp8.5,-5.8353825,-5.9539723,1.1876101,0.10965443,1.2972646,0.014063550063499302,-1.416973804157274,0.8660839565990679
65,AWI_ISSM1,miroc5_rcp85,exp05,rcp8.5,-6.079243699999999,-6.215152,1.2041421,0.12322378,1.3273659,0.018471008058777952,-1.416973804157274,0.906366931324606
66,AWI_ISSM1,miroc5_rcp85,exp05,rcp8.5,-6.323347,-6.42339,1.175643,0.0971899,1.2728329,0.0100085841717321,-1.416973804157274,0.946649906050144
67,AWI_ISSM1,miroc5_rcp85,exp05,rcp8.5,-6.647311,-6.7984314,1.3511877,0.12957,1.4807577,0.02283737423359464,-1.416973804157274,0.986932880775682
68,AWI_ISSM1,miroc5_rcp85,exp05,rcp8.5,-7.0249476,-7.2003627,1.5070939,0.15346146,1.6605554,0.030770451113236348,-1.416973804157274,1.02721585550122
69,AWI_ISSM1,miroc5_rcp85,exp05,rcp8.5,-7.290757,-7.4696865,1.2230172,0.15071249,1.3737297,0.03201576889707533,-1.416973804157274,1.067498830226758
70,AWI_ISSM1,miroc5_rcp85,exp05,rcp8.5,-7.563390999999999,-7.703215,1.3472486,0.14248133,1.4897299,0.01955078515540478,-1.416973804157274,1.107781804952296
71,AWI_ISSM1,miroc5_rcp85,exp05,rcp8.5,-7.935402,-7.9700003,1.443687,0.16688347,1.6105704,0.0011970400813967545,-1.416973804157274,1.1480647796778345
72,AWI_ISSM1,miroc5_rcp85,exp05,rcp8.5,-8.308973,-8.334751,1.65908,0.15780449,1.8168845,0.0006645119424942219,-1.416973804157274,1.1883477544033725
73,AWI_ISSM1,miroc5_rcp85,exp05,rcp8.5,-8.564691,-8.684519,1.6229415,0.13134193,1.7542834,0.014358705028848081,-1.416973804157274,1.2286307291289102
74,AWI_ISSM1,miroc5_rcp85,exp05,rcp8.5,-8.813446,-8.935998,1.4891901,0.09801769,1.5872078,0.015018983623304892,-1.416973804157274,1.2689137038544482
75,AWI_ISSM1,miroc5_rcp85,exp05,rcp8.5,-9.042889,-9.271334,1.7810993,0.124567986,1.9056673,0.05218697842601226,-1.416973804157274,1.3091966785799862
76,AWI_ISSM1,miroc5_rcp85,exp05,rcp8.5,-9.512133000000002,-9.646801,1.6400166,0.12795258,1.7679691,0.018135468843126393,-1.416973804157274,1.3494796533055244
77,AWI_ISSM1,miroc5_rcp85,exp05,rcp8.5,-10.099542,-10.184965,1.7718735,0.11914158,1.891015,0.007297111765488887,-1.416973804157274,1.3897626280310624
78,AWI_ISSM1,miroc5_rcp85,exp05,rcp8.5,-10.249284,-10.294967,1.7728691,0.1494236,1.9222927,0.002086908868498305,-1.416973804157274,1.4300456027566004
79,AWI_ISSM1,miroc5_rcp85,exp05,rcp8.5,-10.463286,-10.47675,1.8587685,0.15547752,2.014246,0.0001812893629122152,-1.416973804157274,1.4703285774821384
80,AWI_ISSM1,miroc5_rcp85,exp05,rcp8.5,-10.840626,-10.879837,1.9683561,0.13476181,2.103118,0.0015375053546087026,-1.416973804157274,1.5106115522076766
81,AWI_ISSM1,miroc5_rcp85,exp05,rcp8.5,-11.024303,-11.084906,1.7637815,0.15193939,1.9157209,0.003672678082912843,-1.416973804157274,1.5508945269332146
82,AWI_ISSM1,miroc5_rcp85,exp05,rcp8.5,-11.309126,-11.291316,1.6374712,0.17031193,1.8077831,0.00031719494556864614,-1.416973804157274,1.5911775016587526
83,AWI_ISSM1,miroc5_rcp85,exp05,rcp8.5,-11.749277,-11.756542,1.8736067,0.20132732,2.074934,5.2783215469614176e-05,-1.416973804157274,1.6314604763842906
84,AWI_ISSM1,miroc5_rcp85,exp05,rcp8.5,-12.271458000000003,-12.3796835,1.8715849,0.1605215,2.0321064,0.011712757674459723,-1.416973804157274,1.6717434511098288
85,AWI_ISSM1,miroc5_rcp85,exp05,rcp8.5,-12.687618,-12.714483,2.1089287,0.18060589,2.2895346,0.0007217422544223984,-1.416973804157274,1.7120264258353668
86,AWI_ISSM1,noresm1-m_rcp85,exp06,rcp8.5,0.0,6.009662e-05,0.09834385,0.02579689,0.12414074,3.6116036829492406e-09,-0.8494342301939722,-1.7120264258353668
87,AWI_ISSM1,noresm1-m_rcp85,exp06,rcp8.5,-0.04347461500000005,-0.010769352,0.107070446,0.048464775,0.15553522,0.0010696342071734295,-0.8494342301939722,-1.6717434511098288
88,AWI_ISSM1,noresm1-m_rcp85,exp06,rcp8.5,0.0771297999999998,0.026053444,0.114352226,0.04116583,0.15551805,0.0026087941880987933,-0.8494342301939722,-1.6314604763842906
89,AWI_ISSM1,noresm1-m_rcp85,exp06,rcp8.5,0.08968889000000058,0.01367189,0.11363506,0.05488205,0.16851711,0.005778584304026947,-0.8494342301939722,-1.5911775016587526
90,AWI_ISSM1,noresm1-m_rcp85,exp06,rcp8.5,0.04123838000000024,-0.014578328,0.14191246,0.0686121,0.21052456,0.0031155048402244623,-0.8494342301939722,-1.5508945269332146
91,AWI_ISSM1,noresm1-m_rcp85,exp06,rcp8.5,0.03879596999999979,-0.03960465,0.13960886,0.07729435,0.21690321,0.006146657051384894,-0.8494342301939722,-1.5106115522076766
92,AWI_ISSM1,noresm1-m_rcp85,exp06,rcp8.5,0.06332703999999989,-0.0631976,0.14069843,0.09113121,0.23182964,0.016008483985930546,-0.8494342301939722,-1.4703285774821384
93,AWI_ISSM1,noresm1-m_rcp85,exp06,rcp8.5,0.22194691999999971,0.018297687,0.14670181,0.11822605,0.26492786,0.041473010031070456,-0.8494342301939722,-1.4300456027566004
94,AWI_ISSM1,noresm1-m_rcp85,exp06,rcp8.5,0.23231296000000068,0.02136518,0.16044426,0.11943102,0.27987528,0.04449896562889297,-0.8494342301939722,-1.3897626280310624
95,AWI_ISSM1,noresm1-m_rcp85,exp06,rcp8.5,0.1616949399999994,-0.039445862,0.15741444,0.13292074,0.29033518,0.04045762229921369,-0.8494342301939722,-1.3494796533055244
96,AWI_ISSM1,noresm1-m_rcp85,exp06,rcp8.5,0.21678849000000078,-0.081757054,0.14535141,0.14975643,0.29510784,0.08912944168275666,-0.8494342301939722,-1.3091966785799862
97,AWI_ISSM1,noresm1-m_rcp85,exp06,rcp8.5,0.23662881999999907,-0.05041884,0.16156006,0.17252445,0.3340845,0.08239635845620522,-0.8494342301939722,-1.2689137038544482
98,AWI_ISSM1,noresm1-m_rcp85,exp06,rcp8.5,0.2265921000000004,-0.07235335,0.19135332,0.16880465,0.36015797,0.08936838096120313,-0.8494342301939722,-1.2286307291289102
99,AWI_ISSM1,noresm1-m_rcp85,exp06,rcp8.5,0.2337656499999996,-0.051569447,0.1853509,0.17313337,0.35848427,0.08141611753511516,-0.8494342301939722,-1.1883477544033725
100,AWI_ISSM1,noresm1-m_rcp85,exp06,rcp8.5,0.12599870000000024,-0.10373019,0.21444082,0.16996813,0.38440895,0.05277536143957036,-0.8494342301939722,-1.1480647796778345
101,AWI_ISSM1,noresm1-m_rcp85,exp06,rcp8.5,0.008241935000000034,-0.1854348,0.20131874,0.1625905,0.36390924,0.037510678984348095,-0.8494342301939722,-1.107781804952296
102,AWI_ISSM1,noresm1-m_rcp85,exp06,rcp8.5,0.006085320400000427,-0.19759844,0.22935343,0.17543411,0.40478754,0.041487075242732485,-0.8494342301939722,-1.067498830226758
103,AWI_ISSM1,noresm1-m_rcp85,exp06,rcp8.5,0.04860017399999972,-0.17224167,0.2087388,0.17522001,0.38395882,0.04877112133049698,-0.8494342301939722,-1.02721585550122
104,AWI_ISSM1,noresm1-m_rcp85,exp06,rcp8.5,0.06572957000000024,-0.12768744,0.23357534,0.18564081,0.41921616,0.03741013949524916,-0.8494342301939722,-0.986932880775682
105,AWI_ISSM1,noresm1-m_rcp85,exp06,rcp8.5,0.12769714000000132,-0.100893006,0.21735144,0.17439508,0.39174652,0.05225345472427879,-0.8494342301939722,-0.946649906050144
106,AWI_ISSM1,noresm1-m_rcp85,exp06,rcp8.5,0.11199239000000016,-0.12404488,0.27012396,0.18596172,0.45608568,0.055713592956965326,-0.8494342301939722,-0.906366931324606
107,AWI_ISSM1,noresm1-m_rcp85,exp06,rcp8.5,0.25897362999999896,-0.024662003,0.30429983,0.20733976,0.5116396,0.08044917226255491,-0.8494342301939722,-0.8660839565990679
108,AWI_ISSM1,noresm1-m_rcp85,exp06,rcp8.5,0.27399143999999964,0.008491531,0.27855015,0.20033693,0.47888708,0.07049020167133915,-0.8494342301939722,-0.8258009818735298
109,AWI_ISSM1,noresm1-m_rcp85,exp06,rcp8.5,0.1891385000000012,0.003107563,0.27389956,0.1774559,0.45135546,0.03460750956053638,-0.8494342301939722,-0.7855180071479918
110,AWI_ISSM1,noresm1-m_rcp85,exp06,rcp8.5,0.027191322000000184,-0.087913975,0.32633305,0.13400841,0.46034145,0.01324922942498931,-0.8494342301939722,-0.7452350324224537
111,AWI_ISSM1,noresm1-m_rcp85,exp06,rcp8.5,0.008083850000000226,-0.082647786,0.4137063,0.09947443,0.51318073,0.008232229688561044,-0.8494342301939722,-0.7049520576969157
112,AWI_ISSM1,noresm1-m_rcp85,exp06,rcp8.5,0.08047262599999883,0.0009684714,0.37308502,0.08308315,0.45616817,0.0063209105982944165,-0.8494342301939722,-0.6646690829713777
113,AWI_ISSM1,noresm1-m_rcp85,exp06,rcp8.5,0.0036696950000001394,-0.0123939365,0.42487383,0.056045532,0.48091936,0.00025804025744502896,-0.8494342301939722,-0.6243861082458396
114,AWI_ISSM1,noresm1-m_rcp85,exp06,rcp8.5,0.03549769999999963,0.07054235,0.43990088,0.083593845,0.5234947,0.0012281275224583223,-0.8494342301939722,-0.5841031335203016
115,AWI_ISSM1,noresm1-m_rcp85,exp06,rcp8.5,0.07463106999999969,0.10562278,0.38656235,0.094799995,0.48136234,0.000960486293471532,-0.8494342301939722,-0.5438201587947635
116,AWI_ISSM1,noresm1-m_rcp85,exp06,rcp8.5,0.09623533500000025,0.12890865,0.4677801,0.10503054,0.57281065,0.001067545453424613,-0.8494342301939722,-0.5035371840692255
117,AWI_ISSM1,noresm1-m_rcp85,exp06,rcp8.5,0.18201812000000128,0.18381359,0.40740013,0.08930875,0.49670887,3.2237011415499408e-06,-0.8494342301939722,-0.4632542093436875
118,AWI_ISSM1,noresm1-m_rcp85,exp06,rcp8.5,0.23993628000000022,0.23356153,0.38792896,0.08851339,0.47644234,4.0637428519708044e-05,-0.8494342301939722,-0.4229712346181494
119,AWI_ISSM1,noresm1-m_rcp85,exp06,rcp8.5,0.25569971999999996,0.22946121,0.41271496,0.071811214,0.48452616,0.0006884595127152231,-0.8494342301939722,-0.3826882598926114
120,AWI_ISSM1,noresm1-m_rcp85,exp06,rcp8.5,0.30106560000000115,0.30349353,0.4473109,0.06737757,0.5146885,5.894841939487083e-06,-0.8494342301939722,-0.3424052851670733
121,AWI_ISSM1,noresm1-m_rcp85,exp06,rcp8.5,0.23015902999999938,0.19071294,0.4413743,0.08723213,0.5286064,0.0015559937265065273,-0.8494342301939722,-0.3021223104415353
122,AWI_ISSM1,noresm1-m_rcp85,exp06,rcp8.5,0.18334565999999963,0.116527095,0.5662379,0.11955309,0.685791,0.004464720570253086,-0.8494342301939722,-0.2618393357159972
123,AWI_ISSM1,noresm1-m_rcp85,exp06,rcp8.5,0.03689519000000008,0.031778827,0.48380423,0.124500275,0.6083045,2.617716717963136e-05,-0.8494342301939722,-0.2215563609904592
124,AWI_ISSM1,noresm1-m_rcp85,exp06,rcp8.5,-0.04561817300000026,-0.017110333,0.5104079,0.14178467,0.6521926,0.0008126969502094518,-0.8494342301939722,-0.1812733862649211
125,AWI_ISSM1,noresm1-m_rcp85,exp06,rcp8.5,0.01079078099999986,0.015310302,0.46650887,0.13047838,0.59698725,2.0426073474875548e-05,-0.8494342301939722,-0.1409904115393831
126,AWI_ISSM1,noresm1-m_rcp85,exp06,rcp8.5,-0.03118140299999972,0.011432186,0.54286575,0.13134336,0.6742091,0.0018159179477803323,-0.8494342301939722,-0.1007074368138451
127,AWI_ISSM1,noresm1-m_rcp85,exp06,rcp8.5,-0.19861697999999972,-0.24336003,0.53324366,0.123375416,0.6566191,0.0020019403148769013,-0.8494342301939722,-0.060424462088307
128,AWI_ISSM1,noresm1-m_rcp85,exp06,rcp8.5,-0.3286095299999996,-0.40035293,0.4858904,0.10156059,0.587451,0.00514711473504803,-0.8494342301939722,-0.020141487362769
129,AWI_ISSM1,noresm1-m_rcp85,exp06,rcp8.5,-0.41077295000000014,-0.55208063,0.46549606,0.15842584,0.6239219,0.019967860781976512,-0.8494342301939722,0.020141487362769
130,AWI_ISSM1,noresm1-m_rcp85,exp06,rcp8.5,-0.5672417000000003,-0.742121,0.54686093,0.1702249,0.71708584,0.030582762998775336,-0.8494342301939722,0.060424462088307
131,AWI_ISSM1,noresm1-m_rcp85,exp06,rcp8.5,-0.5959304999999997,-0.7186303,0.5581293,0.19821405,0.75634336,0.015055244324540333,-0.8494342301939722,0.1007074368138451
132,AWI_ISSM1,noresm1-m_rcp85,exp06,rcp8.5,-0.6853549000000005,-0.717304,0.5531428,0.16928506,0.72242785,0.0010207444360298312,-0.8494342301939722,0.1409904115393831
133,AWI_ISSM1,noresm1-m_rcp85,exp06,rcp8.5,-0.6918809399999999,-0.71853733,0.5051508,0.17526054,0.68041134,0.000710563161282752,-0.8494342301939722,0.1812733862649211
134,AWI_ISSM1,noresm1-m_rcp85,exp06,rcp8.5,-0.8896752599999997,-0.87853575,0.46195891,0.16465092,0.6266098,0.00012408873811214086,-0.8494342301939722,0.2215563609904592
135,AWI_ISSM1,noresm1-m_rcp85,exp06,rcp8.5,-1.1568858999999998,-1.0653205,0.4969244,0.17239213,0.66931653,0.008384223980522616,-0.8494342301939722,0.2618393357159972
136,AWI_ISSM1,noresm1-m_rcp85,exp06,rcp8.5,-1.1830772999999994,-1.0764365,0.59605074,0.1671722,0.76322293,0.011372256039457502,-0.8494342301939722,0.3021223104415353
137,AWI_ISSM1,noresm1-m_rcp85,exp06,rcp8.5,-1.3158509,-1.124502,0.6468823,0.19516802,0.8420503,0.0366144231198632,-0.8494342301939722,0.3424052851670733
138,AWI_ISSM1,noresm1-m_rcp85,exp06,rcp8.5,-1.4094151,-1.1992104,0.6506407,0.20158148,0.8522222,0.044186013653012605,-0.8494342301939722,0.3826882598926114
139,AWI_ISSM1,noresm1-m_rcp85,exp06,rcp8.5,-1.5133710000000002,-1.3513503,0.60318613,0.20984364,0.81302977,0.026250704809650825,-0.8494342301939722,0.4229712346181494
140,AWI_ISSM1,noresm1-m_rcp85,exp06,rcp8.5,-1.5901581,-1.4568458,0.6561818,0.20895052,0.86513233,0.017772179904167715,-0.8494342301939722,0.4632542093436875
141,AWI_ISSM1,noresm1-m_rcp85,exp06,rcp8.5,-1.7224855,-1.6038432,0.73338294,0.16351295,0.8968959,0.014075992471577108,-0.8494342301939722,0.5035371840692255
142,AWI_ISSM1,noresm1-m_rcp85,exp06,rcp8.5,-1.7381140999999998,-1.7158935,0.6948924,0.12756896,0.82246137,0.0004937547531034654,-0.8494342301939722,0.5438201587947635
143,AWI_ISSM1,noresm1-m_rcp85,exp06,rcp8.5,-1.8877572999999996,-1.7764561,0.8165636,0.13234735,0.94891095,0.012387953196958831,-0.8494342301939722,0.5841031335203016
144,AWI_ISSM1,noresm1-m_rcp85,exp06,rcp8.5,-2.0326065999999994,-1.8952336,0.7437091,0.11590743,0.8596165,0.01887133257504971,-0.8494342301939722,0.6243861082458396
145,AWI_ISSM1,noresm1-m_rcp85,exp06,rcp8.5,-2.0227938,-1.9294307,0.7527516,0.12192774,0.8746793,0.008716664111372535,-0.8494342301939722,0.6646690829713777
